priority,pool,subject_id,name,event_id,year,legacy_career_label,event_type,description,source_event_confidence,source_ref,suggested_axis,suggested_subtype,suggestion_source,proposed_polarity,review_status,medium_issue_codes,taxonomy_confirmed,secondary_source_confirmed,v4_model_eligible,final_axis,final_subtype,final_polarity,taxonomy_review_status,taxonomy_review_note,taxonomy_confirmed_final,source1_audit_status,secondary_review_scope,secondary_source_status,secondary_source_reference,secondary_source_note,source_review_status,final_review_status,source_pair_eligible,chronology_gate_passed
1,NEW_DEV_2_CONSUMED,NEWDEV2_011,Bob Richards,NEWDEV2_011_E002,1960,negative,qualification_failure,"Failed to make a third U.S. Olympic team, ending his Olympic run.",medium,https://en.wikipedia.org/wiki/Bob_Richards,COMPETITIVE,QUALIFICATION_FAILURE,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,NON_HIGH_TARGET_ASSIGNMENT|SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,QUALIFICATION_FAILURE,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,PARTIAL,Olympedia,"No 1960 Olympic appearance is consistent with claim, but source did not explicitly state failed trials/selection.",SECONDARY_PARTIAL,TAXONOMY_CONFIRMED_SOURCE_PARTIAL,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_012,Bob Schul,NEWDEV2_012_E001,1964,positive,major_title,"Won the Olympic 5,000 metres gold medal in Tokyo.",high,https://en.wikipedia.org/wiki/Bob_Schul,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_013,Bob Seagren,NEWDEV2_013_E001,1968,positive,major_title,Won the Olympic pole vault gold medal.,high,https://en.wikipedia.org/wiki/Bob_Seagren,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Olympedia,1968 gold and 1972 silver/pole controversy verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_013,Bob Seagren,NEWDEV2_013_E002,1972,negative,major_loss,Won only silver at the Munich Olympics after a last-minute pole ban controversy disrupted the competition.,high,https://en.wikipedia.org/wiki/Bob_Seagren,COMPETITIVE,MAJOR_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,MAJOR_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Olympedia,1968 gold and 1972 silver/pole controversy verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_014,Bob Uecker,NEWDEV2_014_E001,1964,positive,major_title,Was part of the St. Louis Cardinals team that won the World Series.,high,https://en.wikipedia.org/wiki/Bob_Uecker,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_015,Bob Brenly,NEWDEV2_015_E001,2001,positive,major_title,Managed the Arizona Diamondbacks to a World Series championship.,high,https://en.wikipedia.org/wiki/Bob_Brenly,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_015,Bob Brenly,NEWDEV2_015_E002,2004,negative,fired,Was fired as Diamondbacks manager during the season.,high,https://en.wikipedia.org/wiki/Bob_Brenly,STATUS,ROLE_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,STATUS,ROLE_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_016,Bobby Bell,NEWDEV2_016_E002,1967,negative,major_loss,The Chiefs lost Super Bowl I to the Green Bay Packers.,high,https://en.wikipedia.org/wiki/Bobby_Bell,COMPETITIVE,MAJOR_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,MAJOR_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Pro Football Hall of Fame / Kansas City Chiefs official,Super Bowl I loss and Super Bowl IV win verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_016,Bobby Bell,NEWDEV2_016_E001,1970,positive,major_title,Won Super Bowl IV with the Kansas City Chiefs.,high,https://en.wikipedia.org/wiki/Bobby_Bell,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Pro Football Hall of Fame / Kansas City Chiefs official,Super Bowl I loss and Super Bowl IV win verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_020,Bob Woolmer,NEWDEV2_020_E001,1994,positive,major_appointment,Became head coach of South Africa and led a highly successful period using innovative methods.,high,https://en.wikipedia.org/wiki/Bob_Woolmer,STATUS,APPOINTMENT_GAIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,STATUS,APPOINTMENT_GAIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_020,Bob Woolmer,NEWDEV2_020_E002,1999,negative,major_loss,South Africa's dramatic World Cup semifinal elimination was followed by the end of his tenure as national coach.,high,https://en.wikipedia.org/wiki/Bob_Woolmer,COMPETITIVE,MAJOR_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,MAJOR_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_021,Bill Bradley,NEWDEV2_021_E001,1970,positive,major_title,Won an NBA championship with the New York Knicks.,high,https://en.wikipedia.org/wiki/Bill_Bradley,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_021,Bill Bradley,NEWDEV2_021_E002,2000,negative,election_loss,Lost the Democratic presidential nomination race to Al Gore and ended his campaign.,high,https://en.wikipedia.org/wiki/Bill_Bradley,STATUS,ELECTION_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,STATUS,ELECTION_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_025,Bill Guerin,NEWDEV2_025_E001,2009,positive,major_title,Won the Stanley Cup with the Pittsburgh Penguins.,high,https://en.wikipedia.org/wiki/Bill_Guerin,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_027,Billie Jean King,NEWDEV2_027_E002,1970,negative,major_loss,Lost the Wimbledon singles final to Margaret Court.,high,https://en.wikipedia.org/wiki/Billie_Jean_King,COMPETITIVE,MAJOR_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,MAJOR_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_027,Billie Jean King,NEWDEV2_027_E001,1973,positive,major_title,Defeated Bobby Riggs in the Battle of the Sexes and won major titles during a landmark season.,high,https://en.wikipedia.org/wiki/Billie_Jean_King,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_028,Billy Backus,NEWDEV2_028_E001,1970,positive,major_title,Won the world welterweight championship by defeating José Nápoles.,high,https://en.wikipedia.org/wiki/Billy_Backus,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,BoxRec / ESPN historical boxing coverage,Nápoles title win/loss sequence verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_028,Billy Backus,NEWDEV2_028_E002,1971,negative,major_loss,Lost the welterweight title to Nápoles in their rematch.,high,https://en.wikipedia.org/wiki/Billy_Backus,COMPETITIVE,MAJOR_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,MAJOR_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,BoxRec / ESPN historical boxing coverage,Nápoles title win/loss sequence verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_029,Billy Casper,NEWDEV2_029_E001,1966,positive,major_title,Won the U.S. Open after an 18-hole playoff against Arnold Palmer.,high,https://en.wikipedia.org/wiki/Billy_Casper,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,USGA U.S. Open records,1966 U.S. Open win verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_029,Billy Casper,NEWDEV2_029_E002,1969,negative,major_loss,"Finished tied for second at the Masters, narrowly missing another major championship.",high,https://en.wikipedia.org/wiki/Billy_Casper,COMPETITIVE,MAJOR_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,MAJOR_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Golf major historical results,1969 Masters T2 verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_030,Billy Kidd,NEWDEV2_030_E001,1964,positive,major_title,"Won Olympic silver in the slalom, the first U.S. men's Olympic medal in alpine skiing.",high,https://en.wikipedia.org/wiki/Billy_Kidd,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Olympedia,1964 Olympic silver and injury-affected 1968 performance verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_030,Billy Kidd,NEWDEV2_030_E002,1968,negative,major_loss,Was unable to match his 1964 Olympic success at Grenoble amid injuries and inconsistent results.,medium,https://en.wikipedia.org/wiki/Billy_Kidd,COMPETITIVE,MAJOR_LOSS,DIRECT_EVENT_TYPE_RULE,negative,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,NON_HIGH_TARGET_ASSIGNMENT|SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,COMPETITIVE,MAJOR_LOSS,negative,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Olympedia,1964 Olympic silver and injury-affected 1968 performance verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_031,Billy Martin,NEWDEV2_031_E001,1977,positive,major_title,Managed the New York Yankees to a World Series championship.,high,https://en.wikipedia.org/wiki/Billy_Martin,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
1,NEW_DEV_2_CONSUMED,NEWDEV2_034,Bill Shoemaker,NEWDEV2_034_E001,1955,positive,major_title,"Won the Kentucky Derby aboard Swaps, one of his signature major victories.",high,https://en.wikipedia.org/wiki/Bill_Shoemaker,COMPETITIVE,TITLE_WIN,DIRECT_EVENT_TYPE_RULE,positive,DIRECT_RULE_NEEDS_SOURCE_CONFIRMATION,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,COMPETITIVE,TITLE_WIN,positive,CONFIRMED,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
