batch_id,research_order_in_batch,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,eligibility_note,exclude,exclude_reason,source_batch_file,source_batch,event_row_in_batch
1,13,V5DEVE2_013,Bernard Hinault,COMPETITIVE,1978,positive,tour_de_france_win,Won the 1978 Tour de France.,https://www.letour.fr/fr/actus/2019/j-1-tour-de-france-infos/1276193,J-1 : Tour de France Infos,Tour de France,2019,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,32
1,13,V5DEVE2_013,Bernard Hinault,COMPETITIVE,1980,negative,tour_de_france_withdrawal_while_leading,Withdrew from the 1980 Tour de France because of persistent knee problems while still wearing the yellow jersey.,https://www.letour.fr/en/news/2020/1980-hinault-brought-to-his-knees-8-10/1283574,1980: Hinault brought to his knees (8/10),Tour de France,2020-08-20,high,Direct withdrawal from a major championship while leading the race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,33
1,13,V5DEVE2_013,Bernard Hinault,COMPETITIVE,1985,positive,tour_de_france_win,Won his fifth Tour de France title in 1985.,https://www.letour.fr/en/news/2022/car-101-a-team-on-the-go-iii-vi/1300171,Car 101: a team on the go (III/VI),Tour de France,2022,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,34
1,14,V5DEVE2_014,Julie Newmar,PROJECT,1959,positive,tony_award_win,Won the Tony Award for Actress in a Featured Role in a Play for The Marriage-Go-Round.,https://www.tonyawards.com/winners/year/1959/category/any/show/any/,1959 Tony Award Winners,The American Theatre Wing's Tony Awards,,high,Major national theatre award tied to a discrete stage project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,35
1,14,V5DEVE2_014,Julie Newmar,PROJECT,1961,negative,broadway_project_flop,Once There Was a Russian closed after a single Broadway performance; Newmar was in the opening-night cast.,https://www.masterworksbroadway.com/artist/julie-newmar/,Julie Newmar,Masterworks Broadway,,medium,Source explicitly describes the discrete Broadway production as a one-performance flop.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,36
1,15,V5DEVE2_015,Alain Peyrefitte,STATUS,1962,positive,cabinet_accession,Entered government in 1962 as Secretary of State for Information and subsequently held ministerial posts.,https://www.charles-de-gaulle.org/lhomme/biographies/alain-peyrefitte/,Alain PEYREFITTE,Fondation Charles de Gaulle,,high,Direct accession to national government authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,37
1,15,V5DEVE2_015,Alain Peyrefitte,STATUS,1967,positive,education_minister_accession,Became France's Minister of National Education.,https://www.charles-de-gaulle.org/lhomme/biographies/alain-peyrefitte/,Alain PEYREFITTE,Fondation Charles de Gaulle,,high,Direct accession to a major cabinet office.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,38
1,15,V5DEVE2_015,Alain Peyrefitte,STATUS,1968,negative,ministerial_resignation,"Resigned as Minister of National Education on May 28, 1968 during the May 1968 crisis.",https://www.charles-de-gaulle.org/lhomme/biographies/alain-peyrefitte/,Alain PEYREFITTE,Fondation Charles de Gaulle,,high,Direct non-routine loss of cabinet authority through resignation.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,39
1,16,V5DEVE2_016,Ione Skye,PROJECT,1989,positive,film_critical_success,"Starred as Diane Court in Say Anything..., which holds a 98% critics score on Rotten Tomatoes and is described there as critically acclaimed.",https://www.rottentomatoes.com/m/say_anything,Say Anything...,Rotten Tomatoes,,medium,Strong critical reception tied to a discrete starring film project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,40
1,17,V5DEVE2_017,David Packard,STATUS,1947,positive,company_president_accession,"When Hewlett-Packard was incorporated in 1947, Packard became company president.",https://history.defense.gov/DOD-History/Deputy-Secretaries-of-Defense/Article-View/Article/585238/david-packard/,David Packard,U.S. Department of Defense Historical Office,,high,Direct accession to formal corporate leadership authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,41
1,17,V5DEVE2_017,David Packard,STATUS,1964,positive,chairman_ceo_accession,Became Hewlett-Packard chairman of the board and chief executive officer in 1964.,https://history.defense.gov/DOD-History/Deputy-Secretaries-of-Defense/Article-View/Article/585238/david-packard/,David Packard,U.S. Department of Defense Historical Office,,high,Direct accession to top corporate authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,42
1,17,V5DEVE2_017,David Packard,STATUS,1969,positive,deputy_secretary_defense_accession,"Became U.S. Deputy Secretary of Defense on January 24, 1969.",https://history.defense.gov/DOD-History/Deputy-Secretaries-of-Defense/Article-View/Article/585238/david-packard/,David Packard,U.S. Department of Defense Historical Office,,high,Direct accession to senior federal executive authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,43
1,18,V5DEVE2_018,Rachida Brakni,PROJECT,2002,positive,cesar_award_win,Won the César for Most Promising Actress for Chaos.,https://www.academie-cinema.org/films/chaos-30685/,Chaos,Académie des César,,high,Major national film award tied to a discrete acting project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,44
1,19,V5DEVE2_019,Michael Bloomberg,STATUS,2001,positive,mayoral_election_win,Won election as Mayor of New York City in 2001.,https://www.nyc.gov/html/unccp/scp/html/about/bio_bloomberg.shtml,Michael Bloomberg Biography,New York City Global Partners / NYC.gov,,high,Direct election to major municipal executive authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,45
1,19,V5DEVE2_019,Michael Bloomberg,STATUS,2005,positive,mayoral_reelection_win,Was reelected Mayor of New York City in 2005.,https://www.nyc.gov/html/unccp/scp/html/about/bio_bloomberg.shtml,Michael Bloomberg Biography,New York City Global Partners / NYC.gov,,high,Direct reelection to major municipal executive authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,46
1,19,V5DEVE2_019,Michael Bloomberg,STATUS,2020,negative,presidential_primary_withdrawal,Withdrew from the Democratic presidential primary after concluding that a viable path to the nomination no longer existed.,https://www.presidency.ucsb.edu/documents/statement-mike-bloomberg-withdrawing-from-the-democratic-primary-and-endorsing-joe-biden,Statement by Mike Bloomberg Withdrawing from the Democratic Primary and Endorsing Joe Biden for President,The American Presidency Project,2020-03-04,high,Direct termination of a campaign for the highest national office after an unsuccessful primary path.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,47
1,20,V5DEVE2_020,Günther Fielmann,STATUS,1972,positive,company_founder_leadership,Opened his first optical store in 1972 and led the company that became Fielmann.,https://www.fielmann-group.com/en/about-us,Fielmann — Listed family business,Fielmann Group,,high,Founder-level organizational leadership and durable formal business authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,48
1,21,V5DEVE2_021,Lawrence Ferlinghetti,STATUS,1953,positive,bookstore_cofounder_leadership,Co-founded City Lights Bookstore with Peter D. Martin.,https://poets.org/listing/city-lights-bookstore-0,City Lights Bookstore,Academy of American Poets,,high,Direct founder-level ownership and organizational leadership.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,50
1,21,V5DEVE2_021,Lawrence Ferlinghetti,STATUS,1955,positive,sole_owner_publisher_launch,Became sole owner of City Lights and launched City Lights Publishers.,https://poets.org/listing/city-lights-bookstore-0,City Lights Bookstore,Academy of American Poets,,high,Direct increase in formal ownership and organizational authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,51
2,1,V5DEVE2_022,Gottfried von Cramm,COMPETITIVE,1934,positive,grand_slam_singles_title,Won the French Championships singles title.,https://www.tennisfame.com/hall-of-famers/inductees/baron-gottfried-von-cramm/,Gottfried von Cramm,International Tennis Hall of Fame,,high,Direct major singles championship win.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,1
2,1,V5DEVE2_022,Gottfried von Cramm,COMPETITIVE,1935,negative,grand_slam_singles_final_loss,Finished runner-up in the Wimbledon singles final.,https://www.tennisfame.com/hall-of-famers/inductees/baron-gottfried-von-cramm/,Gottfried von Cramm,International Tennis Hall of Fame,,high,Direct defeat in a major championship final.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,2
2,1,V5DEVE2_022,Gottfried von Cramm,COMPETITIVE,1936,positive,grand_slam_singles_title,Won the French Championships singles title for a second time.,https://www.tennisfame.com/hall-of-famers/inductees/baron-gottfried-von-cramm/,Gottfried von Cramm,International Tennis Hall of Fame,,high,Direct major singles championship win.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,3
2,2,V5DEVE2_023,Captain Beefheart,PROJECT,1969,positive,album_landmark_critical_success,"Released Trout Mask Replica, later recognized by major critics as a landmark album.",https://pitchfork.com/reviews/albums/captain-beefheart-and-his-magic-band-trout-mask-replica/,Trout Mask Replica,Pitchfork,,medium,Major critical recognition tied to a discrete album project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,4
2,2,V5DEVE2_023,Captain Beefheart,PROJECT,1976,negative,album_release_blocked,The Bat Chain Puller album project became entangled in legal/financial disputes and was not released in its intended period.,https://pitchfork.com/reviews/albums/16625-bat-chain-puller/,Bat Chain Puller,Pitchfork,,medium,Documented failure of a discrete completed project to reach release as intended.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,5
2,3,V5DEVE2_024,Fritz Witt,STATUS,1943,positive,division_commander_accession,Was appointed commander of the newly formed 12th SS Panzer Division.,https://www.lexikon-der-wehrmacht.de/Personenregister/W/WittF-R.htm,"Witt, Fritz",Lexikon der Wehrmacht,,medium,"Formal accession to a major military command; coded neutrally as authority, not as moral approval.",False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,6
2,4,V5DEVE2_025,Julien Benneteau,COMPETITIVE,2012,positive,olympic_doubles_bronze,Won an Olympic bronze medal in men's doubles.,https://as.com/masdeporte/2012/08/04/juegosolimpicos/1344091593_976918.html,Benneteau y Gasquet logran el bronce,AS,,medium,Direct medal result at the Olympic Games.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,7
2,5,V5DEVE2_026,Claude Berri,PROJECT,1966,positive,academy_award_short_film_win,Won the Academy Award for Live Action Short Film for Le Poulet.,https://www.oscars.org/oscars/ceremonies/1966,1966 Academy Awards,Academy of Motion Picture Arts and Sciences,,high,Major international film award tied to a discrete project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,8
2,6,V5DEVE2_027,Dan Quayle,STATUS,1976,positive,house_election_win,Was elected to the U.S. House of Representatives.,https://bioguideretro.congress.gov/Home/MemberDetails?memIndex=Q000007,"QUAYLE, James Danforth (Dan), 1947-",U.S. Congress Biographical Directory,,high,Direct election to federal legislative authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,9
2,6,V5DEVE2_027,Dan Quayle,STATUS,1988,positive,vice_presidential_election_win,Was elected Vice President of the United States on the Republican ticket.,https://bioguideretro.congress.gov/Home/MemberDetails?memIndex=Q000007,"QUAYLE, James Danforth (Dan), 1947-",U.S. Congress Biographical Directory,,high,Direct accession to national executive authority through election.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,10
2,6,V5DEVE2_027,Dan Quayle,STATUS,1992,negative,vice_presidential_reelection_loss,The Bush-Quayle ticket lost the 1992 presidential election.,https://bioguideretro.congress.gov/Home/MemberDetails?memIndex=Q000007,"QUAYLE, James Danforth (Dan), 1947-",U.S. Congress Biographical Directory,,high,Direct electoral loss of an attempt to retain national executive authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,11
2,7,V5DEVE2_028,Laurent Fignon,COMPETITIVE,1983,positive,tour_de_france_win,Won the Tour de France.,https://www.letour.fr/en/news/2024/finish-with-a-capital-f-champs-elysees-welcome-to-sprinter-heaven-iv-iv/1316968,Finish with a capital F - Champs-Élysées,Tour de France,,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,12
2,7,V5DEVE2_028,Laurent Fignon,COMPETITIVE,1984,positive,tour_de_france_win,Won the Tour de France for a second consecutive year.,https://www.letour.fr/en/news/2024/finish-with-a-capital-f-champs-elysees-welcome-to-sprinter-heaven-iv-iv/1316968,Finish with a capital F - Champs-Élysées,Tour de France,,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,13
