batch_id,research_order_in_batch,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,eligibility_note,exclude,exclude_reason,source_batch_file,source_batch,event_row_in_batch,source_quality_norm,fuzzy_primary_semantics
1,10,V5DEVE2_010,Bernard Thévenet,COMPETITIVE,1977,positive,tour_de_france_win,Won his second Tour de France title in 1977.,https://www.letour.fr/en/news/2025/1975-a-landmark-year-iv-iv-thevenet-devours-the-cannibal/1324936,1975: a landmark year (IV/IV) - Thévenet devours the Cannibal,Tour de France,2025-06-26,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,26,high,False
1,11,V5DEVE2_011,Fabrizio Bentivoglio,PROJECT,1997,positive,david_di_donatello_best_actor_win,Won the David di Donatello for Best Actor for Testimone a rischio.,https://www.daviddidonatello.it/motore-di-ricerca/cercavincitori2.php?idsoggetto=56&vin=,Fabrizio Bentivoglio - Premi ricevuti,Accademia del Cinema Italiano - David di Donatello,,high,Major national film award tied to a discrete acting project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,27,high,False
1,11,V5DEVE2_011,Fabrizio Bentivoglio,PROJECT,1999,positive,david_di_donatello_supporting_actor_win,Won the David di Donatello for Best Supporting Actor for Del perduto amore.,https://www.daviddidonatello.it/motore-di-ricerca/cercavincitori2.php?idsoggetto=56&vin=,Fabrizio Bentivoglio - Premi ricevuti,Accademia del Cinema Italiano - David di Donatello,,high,Major national film award tied to a discrete acting project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,28,high,False
1,11,V5DEVE2_011,Fabrizio Bentivoglio,PROJECT,2021,positive,david_di_donatello_supporting_actor_win,Won the David di Donatello for Best Supporting Actor for L'incredibile storia dell'isola delle rose.,https://www.daviddidonatello.it/motore-di-ricerca/cercavincitori2.php?idsoggetto=56&vin=,Fabrizio Bentivoglio - Premi ricevuti,Accademia del Cinema Italiano - David di Donatello,,high,Major national film award tied to a discrete acting project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,29,high,False
1,12,V5DEVE2_012,Helmut Schmidt,STATUS,1974,positive,chancellor_accession,"Was elected Chancellor of West Germany on May 16, 1974.",https://www.bundestag.de/dokumente/textarchiv/1974-05-16-helmut-schmidt-276628,16. Mai 1974: Helmut Schmidt wird Bundeskanzler,Deutscher Bundestag,,high,Direct accession to national executive leadership.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,30,high,False
1,12,V5DEVE2_012,Helmut Schmidt,STATUS,1982,negative,constructive_no_confidence_removal,"Was removed as Chancellor by a successful constructive vote of no confidence on October 1, 1982.",https://www.bundestag.de/dokumente/textarchiv/1982-10-01-misstrauensvotum-schmidt-908192,1. Oktober 1982: Konstruktives Misstrauensvotum gegen Helmut Schmidt,Deutscher Bundestag,2022-09-21,high,Direct parliamentary removal from the top national executive office.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,31,high,False
1,13,V5DEVE2_013,Bernard Hinault,COMPETITIVE,1978,positive,tour_de_france_win,Won the 1978 Tour de France.,https://www.letour.fr/fr/actus/2019/j-1-tour-de-france-infos/1276193,J-1 : Tour de France Infos,Tour de France,2019,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,32,high,False
1,13,V5DEVE2_013,Bernard Hinault,COMPETITIVE,1980,negative,tour_de_france_withdrawal_while_leading,Withdrew from the 1980 Tour de France because of persistent knee problems while still wearing the yellow jersey.,https://www.letour.fr/en/news/2020/1980-hinault-brought-to-his-knees-8-10/1283574,1980: Hinault brought to his knees (8/10),Tour de France,2020-08-20,high,Direct withdrawal from a major championship while leading the race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,33,high,False
1,13,V5DEVE2_013,Bernard Hinault,COMPETITIVE,1985,positive,tour_de_france_win,Won his fifth Tour de France title in 1985.,https://www.letour.fr/en/news/2022/car-101-a-team-on-the-go-iii-vi/1300171,Car 101: a team on the go (III/VI),Tour de France,2022,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,34,high,False
1,14,V5DEVE2_014,Julie Newmar,PROJECT,1959,positive,tony_award_win,Won the Tony Award for Actress in a Featured Role in a Play for The Marriage-Go-Round.,https://www.tonyawards.com/winners/year/1959/category/any/show/any/,1959 Tony Award Winners,The American Theatre Wing's Tony Awards,,high,Major national theatre award tied to a discrete stage project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,35,high,False
1,15,V5DEVE2_015,Alain Peyrefitte,STATUS,1962,positive,cabinet_accession,Entered government in 1962 as Secretary of State for Information and subsequently held ministerial posts.,https://www.charles-de-gaulle.org/lhomme/biographies/alain-peyrefitte/,Alain PEYREFITTE,Fondation Charles de Gaulle,,high,Direct accession to national government authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,37,high,False
1,15,V5DEVE2_015,Alain Peyrefitte,STATUS,1967,positive,education_minister_accession,Became France's Minister of National Education.,https://www.charles-de-gaulle.org/lhomme/biographies/alain-peyrefitte/,Alain PEYREFITTE,Fondation Charles de Gaulle,,high,Direct accession to a major cabinet office.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,38,high,False
1,15,V5DEVE2_015,Alain Peyrefitte,STATUS,1968,negative,ministerial_resignation,"Resigned as Minister of National Education on May 28, 1968 during the May 1968 crisis.",https://www.charles-de-gaulle.org/lhomme/biographies/alain-peyrefitte/,Alain PEYREFITTE,Fondation Charles de Gaulle,,high,Direct non-routine loss of cabinet authority through resignation.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,39,high,False
1,17,V5DEVE2_017,David Packard,STATUS,1947,positive,company_president_accession,"When Hewlett-Packard was incorporated in 1947, Packard became company president.",https://history.defense.gov/DOD-History/Deputy-Secretaries-of-Defense/Article-View/Article/585238/david-packard/,David Packard,U.S. Department of Defense Historical Office,,high,Direct accession to formal corporate leadership authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,41,high,False
1,17,V5DEVE2_017,David Packard,STATUS,1964,positive,chairman_ceo_accession,Became Hewlett-Packard chairman of the board and chief executive officer in 1964.,https://history.defense.gov/DOD-History/Deputy-Secretaries-of-Defense/Article-View/Article/585238/david-packard/,David Packard,U.S. Department of Defense Historical Office,,high,Direct accession to top corporate authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,42,high,False
1,17,V5DEVE2_017,David Packard,STATUS,1969,positive,deputy_secretary_defense_accession,"Became U.S. Deputy Secretary of Defense on January 24, 1969.",https://history.defense.gov/DOD-History/Deputy-Secretaries-of-Defense/Article-View/Article/585238/david-packard/,David Packard,U.S. Department of Defense Historical Office,,high,Direct accession to senior federal executive authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,43,high,False
1,18,V5DEVE2_018,Rachida Brakni,PROJECT,2002,positive,cesar_award_win,Won the César for Most Promising Actress for Chaos.,https://www.academie-cinema.org/films/chaos-30685/,Chaos,Académie des César,,high,Major national film award tied to a discrete acting project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,44,high,False
1,19,V5DEVE2_019,Michael Bloomberg,STATUS,2001,positive,mayoral_election_win,Won election as Mayor of New York City in 2001.,https://www.nyc.gov/html/unccp/scp/html/about/bio_bloomberg.shtml,Michael Bloomberg Biography,New York City Global Partners / NYC.gov,,high,Direct election to major municipal executive authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,45,high,False
1,19,V5DEVE2_019,Michael Bloomberg,STATUS,2005,positive,mayoral_reelection_win,Was reelected Mayor of New York City in 2005.,https://www.nyc.gov/html/unccp/scp/html/about/bio_bloomberg.shtml,Michael Bloomberg Biography,New York City Global Partners / NYC.gov,,high,Direct reelection to major municipal executive authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,46,high,False
1,19,V5DEVE2_019,Michael Bloomberg,STATUS,2020,negative,presidential_primary_withdrawal,Withdrew from the Democratic presidential primary after concluding that a viable path to the nomination no longer existed.,https://www.presidency.ucsb.edu/documents/statement-mike-bloomberg-withdrawing-from-the-democratic-primary-and-endorsing-joe-biden,Statement by Mike Bloomberg Withdrawing from the Democratic Primary and Endorsing Joe Biden for President,The American Presidency Project,2020-03-04,high,Direct termination of a campaign for the highest national office after an unsuccessful primary path.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,47,high,False
1,20,V5DEVE2_020,Günther Fielmann,STATUS,1972,positive,company_founder_leadership,Opened his first optical store in 1972 and led the company that became Fielmann.,https://www.fielmann-group.com/en/about-us,Fielmann — Listed family business,Fielmann Group,,high,Founder-level organizational leadership and durable formal business authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,48,high,False
1,21,V5DEVE2_021,Lawrence Ferlinghetti,STATUS,1953,positive,bookstore_cofounder_leadership,Co-founded City Lights Bookstore with Peter D. Martin.,https://poets.org/listing/city-lights-bookstore-0,City Lights Bookstore,Academy of American Poets,,high,Direct founder-level ownership and organizational leadership.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,50,high,False
1,21,V5DEVE2_021,Lawrence Ferlinghetti,STATUS,1955,positive,sole_owner_publisher_launch,Became sole owner of City Lights and launched City Lights Publishers.,https://poets.org/listing/city-lights-bookstore-0,City Lights Bookstore,Academy of American Poets,,high,Direct increase in formal ownership and organizational authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_01/V5_DEV_EXPANSION_E2_BATCH_01_EVENTS.csv,1,51,high,False
2,1,V5DEVE2_022,Gottfried von Cramm,COMPETITIVE,1934,positive,grand_slam_singles_title,Won the French Championships singles title.,https://www.tennisfame.com/hall-of-famers/inductees/baron-gottfried-von-cramm/,Gottfried von Cramm,International Tennis Hall of Fame,,high,Direct major singles championship win.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,1,high,False
2,1,V5DEVE2_022,Gottfried von Cramm,COMPETITIVE,1935,negative,grand_slam_singles_final_loss,Finished runner-up in the Wimbledon singles final.,https://www.tennisfame.com/hall-of-famers/inductees/baron-gottfried-von-cramm/,Gottfried von Cramm,International Tennis Hall of Fame,,high,Direct defeat in a major championship final.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,2,high,False
2,1,V5DEVE2_022,Gottfried von Cramm,COMPETITIVE,1936,positive,grand_slam_singles_title,Won the French Championships singles title for a second time.,https://www.tennisfame.com/hall-of-famers/inductees/baron-gottfried-von-cramm/,Gottfried von Cramm,International Tennis Hall of Fame,,high,Direct major singles championship win.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,3,high,False
2,5,V5DEVE2_026,Claude Berri,PROJECT,1966,positive,academy_award_short_film_win,Won the Academy Award for Live Action Short Film for Le Poulet.,https://www.oscars.org/oscars/ceremonies/1966,1966 Academy Awards,Academy of Motion Picture Arts and Sciences,,high,Major international film award tied to a discrete project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,8,high,False
2,6,V5DEVE2_027,Dan Quayle,STATUS,1976,positive,house_election_win,Was elected to the U.S. House of Representatives.,https://bioguideretro.congress.gov/Home/MemberDetails?memIndex=Q000007,"QUAYLE, James Danforth (Dan), 1947-",U.S. Congress Biographical Directory,,high,Direct election to federal legislative authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,9,high,False
2,6,V5DEVE2_027,Dan Quayle,STATUS,1988,positive,vice_presidential_election_win,Was elected Vice President of the United States on the Republican ticket.,https://bioguideretro.congress.gov/Home/MemberDetails?memIndex=Q000007,"QUAYLE, James Danforth (Dan), 1947-",U.S. Congress Biographical Directory,,high,Direct accession to national executive authority through election.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,10,high,False
2,6,V5DEVE2_027,Dan Quayle,STATUS,1992,negative,vice_presidential_reelection_loss,The Bush-Quayle ticket lost the 1992 presidential election.,https://bioguideretro.congress.gov/Home/MemberDetails?memIndex=Q000007,"QUAYLE, James Danforth (Dan), 1947-",U.S. Congress Biographical Directory,,high,Direct electoral loss of an attempt to retain national executive authority.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,11,high,False
2,7,V5DEVE2_028,Laurent Fignon,COMPETITIVE,1983,positive,tour_de_france_win,Won the Tour de France.,https://www.letour.fr/en/news/2024/finish-with-a-capital-f-champs-elysees-welcome-to-sprinter-heaven-iv-iv/1316968,Finish with a capital F - Champs-Élysées,Tour de France,,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,12,high,False
2,7,V5DEVE2_028,Laurent Fignon,COMPETITIVE,1984,positive,tour_de_france_win,Won the Tour de France for a second consecutive year.,https://www.letour.fr/en/news/2024/finish-with-a-capital-f-champs-elysees-welcome-to-sprinter-heaven-iv-iv/1316968,Finish with a capital F - Champs-Élysées,Tour de France,,high,Direct victory in cycling's premier stage race.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,13,high,False
2,7,V5DEVE2_028,Laurent Fignon,COMPETITIVE,1989,negative,tour_de_france_runner_up,Lost the Tour de France to Greg LeMond by eight seconds in the final overall classification.,https://www.letour.fr/en/news/2024/finish-with-a-capital-f-champs-elysees-welcome-to-sprinter-heaven-iv-iv/1316968,Finish with a capital F - Champs-Élysées,Tour de France,,high,Direct defeat for the overall championship by a historically narrow margin.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,14,high,False
2,8,V5DEVE2_029,Molly Ringwald,PROJECT,1983,positive,golden_globe_nomination,Received a Golden Globe nomination for New Star of the Year for Tempest.,https://goldenglobes.com/person/molly-ringwald/,Molly Ringwald,Golden Globes,,high,Major professional recognition tied to a discrete film project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,15,high,False
2,11,V5DEVE2_032,Simone Signoret,PROJECT,1960,positive,academy_award_best_actress_win,Won the Academy Award for Best Actress for Room at the Top.,https://www.oscars.org/oscars/ceremonies/1960,1960 Academy Awards,Academy of Motion Picture Arts and Sciences,,high,Major international film award tied to a discrete acting project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,18,high,False
2,13,V5DEVE2_034,Paul Duchesnay,COMPETITIVE,1991,positive,world_figure_skating_title,Won the world ice dancing championship with Isabelle Duchesnay.,https://www.olympedia.org/athletes/85315,Paul Duchesnay,Olympedia,,high,Direct world championship win.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,20,high,False
2,13,V5DEVE2_034,Paul Duchesnay,COMPETITIVE,1992,positive,olympic_silver,Won the Olympic silver medal in ice dancing.,https://www.olympedia.org/athletes/85315,Paul Duchesnay,Olympedia,,high,Direct Olympic medal result.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,21,high,False
2,14,V5DEVE2_035,Claude Lelouch,PROJECT,1966,positive,palme_dor_win,A Man and a Woman won the Palme d'Or at the Cannes Film Festival.,https://www.festival-cannes.com/en/press/press-releases/a-man-a-woman-two-posters/,A Man and a Woman: two posters,Festival de Cannes,,high,Major international festival win tied to a discrete directed film.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,22,high,False
2,14,V5DEVE2_035,Claude Lelouch,PROJECT,1967,positive,academy_award_screenplay_win,Won the Academy Award for Original Screenplay for A Man and a Woman.,https://www.oscars.org/oscars/ceremonies/1967,1967 Academy Awards,Academy of Motion Picture Arts and Sciences,,high,Major international award tied to a discrete film project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,23,high,False
2,16,V5DEVE2_037,Peter Mullan,PROJECT,1998,positive,cannes_best_actor_win,Won Best Actor at Cannes for My Name Is Joe.,https://www.festival-cannes.com/en/p/peter-mullan/,Peter Mullan,Festival de Cannes,,high,Major international festival acting award tied to a discrete project.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,25,high,False
2,16,V5DEVE2_037,Peter Mullan,PROJECT,2010,positive,golden_shell_win,Neds won the Golden Shell at the San Sebastián International Film Festival.,https://www.sansebastianfestival.com/2010/awards_and_jury_members/awards/1/5709/in,Awards 2010,San Sebastián International Film Festival,,high,Major festival win tied to a discrete directed film.,False,,research/ml/artifacts/v5_dev_expansion_e2/results/batch_02/V5_DEV_EXPANSION_E2_BATCH_02_EVENTS.csv,2,26,high,False
