index,batch_id,research_order_in_batch,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,eligibility_note,exclude,exclude_reason,source_quality_norm
11,1,5,V5CONFIRM_019,Dieter Thoma,COMPETITIVE,1990,positive,four_hills_title_win,Won the Four Hills Tournament in the 1989-90 season.,https://www.fis-ski.com/DB/general/athlete-biography.html?competitorid=61270&cupcode=WC&sectorcode=JP&type=cups,Dieter Thoma athlete biography / cups,FIS,,high,Direct elite season/tournament title.,False,,high
12,1,5,V5CONFIRM_019,Dieter Thoma,COMPETITIVE,1990,positive,world_championship_win,Won the 1990 Ski Flying World Championship.,https://www.fis-ski.com/DB/general/athlete-biography.html?competitorid=61270&sectorcode=JP&type=career,Dieter Thoma career,FIS,,high,Direct world championship title.,False,,high
13,1,5,V5CONFIRM_019,Dieter Thoma,COMPETITIVE,1994,positive,olympic_team_gold,Won Olympic team gold in ski jumping in 1994.,https://www.fis-ski.com/DB/general/athlete-biography.html?competitorid=61270&sectorcode=JP&type=career,Dieter Thoma career,FIS,,high,Direct Olympic championship result.,False,,high
14,1,6,V5CONFIRM_004,Doris Hart,COMPETITIVE,1946,negative,grand_slam_final_loss,Finished runner-up in the U.S. Nationals women's singles final.,https://www.tennisfame.com/hall-of-famers/inductees/doris-hart,Doris Hart,International Tennis Hall of Fame,,high,Direct major final loss.,False,,high
15,1,6,V5CONFIRM_004,Doris Hart,COMPETITIVE,1949,positive,grand_slam_title_win,Won the Australian Championships women's singles title.,https://www.tennisfame.com/hall-of-famers/inductees/doris-hart,Doris Hart,International Tennis Hall of Fame,,high,Direct major title.,False,,high
16,1,6,V5CONFIRM_004,Doris Hart,COMPETITIVE,1951,positive,grand_slam_title_win,Won the Wimbledon women's singles title.,https://www.tennisfame.com/hall-of-famers/inductees/doris-hart,Doris Hart,International Tennis Hall of Fame,,high,Direct major title.,False,,high
17,1,6,V5CONFIRM_004,Doris Hart,COMPETITIVE,1954,positive,grand_slam_title_win,Won the U.S. Nationals women's singles title.,https://www.tennisfame.com/hall-of-famers/inductees/doris-hart,Doris Hart,International Tennis Hall of Fame,,high,Direct major title.,False,,high
18,1,7,V5CONFIRM_002,Barbara Jordan,COMPETITIVE,1979,positive,grand_slam_title_win,Won the 1979 Australian Open women's singles title.,https://ausopen.com/history/honour-roll/womens-singles,Women's Singles Honour Roll,Australian Open,,high,Direct Grand Slam title.,False,,high
19,1,7,V5CONFIRM_002,Barbara Jordan,COMPETITIVE,1983,negative,grand_slam_early_round_loss,Lost in the Australian Open singles field in the round of 64.,https://www.wtatennis.com/legends/100018/barbara-jordan/record,Barbara Jordan record,WTA,,high,Direct Grand Slam elimination.,False,,high
20,1,8,V5CONFIRM_044,Nathalie Delon,PROJECT,1967,positive,major_film_breakthrough,"Co-starred in Le Samouraï, a major and enduringly acclaimed film that became her signature screen project.",https://www.reuters.com/world/europe/french-actor-alain-delon-dies-aged-88-french-media-report-2024-08-18/,French actor Alain Delon dies aged 88,Reuters,,medium,Major project success with direct starring participation.,False,,medium
21,1,9,V5CONFIRM_028,Michael Richards,PROJECT,1993,positive,television_performance_award,Won the Emmy for supporting actor for Seinfeld in 1993.,https://www.latimes.com/archives/la-xpm-1993-09-20-mn-37077-story.html,"Emmy Awards coverage, 1993",Los Angeles Times,,medium,Major award recognition tied to a specific television project.,False,,medium
22,1,9,V5CONFIRM_028,Michael Richards,PROJECT,2000,negative,television_series_cancellation,"The Michael Richards Show was cancelled in 2000 after a short, unsuccessful run.",https://www.latimes.com/archives/la-xpm-2000-dec-08-ca-62742-story.html,Television: The Michael Richards Show cancellation,Los Angeles Times,,medium,Explicit failure/cancellation of a named project.,False,,medium
23,1,11,V5CONFIRM_061,Marco Pannella,STATUS,1976,positive,parliament_election_win,Elected to Italy's Chamber of Deputies in 1976.,https://www.treccani.it/enciclopedia/marco-pannella/,Marco Pannella,Treccani,,medium,Direct elected-office gain.,False,,medium
24,1,11,V5CONFIRM_061,Marco Pannella,STATUS,1979,positive,european_parliament_election_win,Elected to the European Parliament in 1979.,https://www.treccani.it/enciclopedia/marco-pannella/,Marco Pannella,Treccani,,medium,Direct elected-office gain.,False,,medium
25,1,11,V5CONFIRM_061,Marco Pannella,STATUS,1994,negative,election_defeat,Was not reconfirmed in the Chamber of Deputies in the 1994 election.,https://www.treccani.it/enciclopedia/marco-pannella/,Marco Pannella,Treccani,,medium,Direct loss/failure to retain elected authority.,False,,medium
26,1,11,V5CONFIRM_061,Marco Pannella,STATUS,1996,negative,election_defeat,Failed to be elected in the 1996 parliamentary election.,https://www.treccani.it/enciclopedia/marco-pannella/,Marco Pannella,Treccani,,medium,Direct election defeat.,False,,medium
27,1,11,V5CONFIRM_061,Marco Pannella,STATUS,1999,positive,european_parliament_election_win,Returned to the European Parliament after election in 1999.,https://www.treccani.it/enciclopedia/marco-pannella/,Marco Pannella,Treccani,,medium,Direct elected-office gain.,False,,medium
28,1,13,V5CONFIRM_068,Gianfranco Fini,STATUS,2008,positive,parliamentary_leadership_election,Elected President of the Italian Chamber of Deputies on 30 April 2008.,https://www.camera.it/deputati/elenco/16-23480,Gianfranco Fini - XVI Legislatura,Camera dei deputati,,high,Direct election to a top parliamentary authority post.,False,,high
29,1,14,V5CONFIRM_039,Eriprando Visconti,PROJECT,1962,positive,festival_award_project,Una storia milanese received the City of Imola award at the 1962 Venice Film Festival.,https://www.kinoafisha.info/en/awards/biennale/events/biennale-1962/,Venice Film Festival 1962 awards,Kinoafisha,,medium,Project-specific festival recognition; secondary awards database.,False,,medium
30,1,15,V5CONFIRM_042,Annie Sprinkle,PROJECT,2021,positive,project_fellowship_award,Received a Guggenheim Fellowship supporting the film project Playing with Fire.,https://sprinklestephens.ucsc.edu/bios-and-cvs/,Bios and CVs,UC Santa Cruz / Sprinkle-Stephens,,high,Major competitive fellowship tied to a named creative project.,False,,high
31,1,16,V5CONFIRM_072,Camilo Cienfuegos,STATUS,1958,positive,military_command_promotion,Promoted to commander and placed at the head of Column No. 2 in April 1958.,https://www.granma.cu/cuba/2024-02-07/el-92-aniversario-del-natalicio-del-comandante-camilo-cienfuegos,El 92 aniversario del natalicio del Comandante Camilo Cienfuegos,Granma,,medium,Direct formal command gain.,False,,medium
32,1,16,V5CONFIRM_072,Camilo Cienfuegos,STATUS,1959,positive,military_command_appointment,"Designated head of all land, sea and air forces in Havana province in January 1959.",https://www.granma.cu/cuba/2024-02-07/el-92-aniversario-del-natalicio-del-comandante-camilo-cienfuegos,El 92 aniversario del natalicio del Comandante Camilo Cienfuegos,Granma,,medium,Direct formal command gain.,False,,medium
33,1,17,V5CONFIRM_032,Wayne Marshall,PROJECT,2021,positive,major_concert_debut,Made a critically acclaimed debut with the Berliner Philharmoniker in 2021.,https://www.waynemarshall.com/biography,Biography,Wayne Marshall official site,,medium,Major project/performance milestone.,False,,medium
34,1,18,V5CONFIRM_050,Andrea Ypsilanti,STATUS,2003,positive,party_leadership_gain,Became chair of the SPD in Hesse in 2003.,https://parlamente.hessen.de/abgeordnete/138144990-ypsilanti-andrea,Andrea Ypsilanti,Hessischer Landtag,,high,Direct formal political leadership gain.,False,,high
35,1,18,V5CONFIRM_050,Andrea Ypsilanti,STATUS,2007,positive,parliamentary_group_leadership_gain,Became leader of the SPD parliamentary group in Hesse in 2007.,https://parlamente.hessen.de/abgeordnete/138144990-ypsilanti-andrea,Andrea Ypsilanti,Hessischer Landtag,,high,Direct formal political leadership gain.,False,,high
36,1,18,V5CONFIRM_050,Andrea Ypsilanti,STATUS,2008,negative,failed_government_formation,Her planned election as Hesse minister-president collapsed when four SPD legislators refused support.,https://www.zeit.de/online/2008/45/ypsilanti-scheitert,Ypsilanti scheitert,ZEIT ONLINE,,medium,Direct failure to obtain the targeted executive authority.,False,,medium
37,1,19,V5CONFIRM_035,Harry Belafonte,PROJECT,1956,positive,album_commercial_breakthrough,Calypso became the first LP to sell more than one million copies and a landmark commercial success.,https://nmaahc.si.edu/explore/stories/harry-belafonte-actor-and-activist,Harry Belafonte: Actor and Activist,Smithsonian NMAAHC,,high,Major project-specific commercial success.,False,,high
38,1,20,V5CONFIRM_058,Marc Veyrat,STATUS,2018,positive,professional_rating_gain,La Maison des Bois received a third Michelin star in 2018.,https://www.euronews.com/2019/09/24/french-celebrity-chef-marc-veyrat-says-he-s-suing-michelin-for-loss-of-third-star,Marc Veyrat sues Michelin for loss of third star,Euronews/Reuters,,medium,Direct gain in formal professional ranking.,False,,medium
39,1,20,V5CONFIRM_058,Marc Veyrat,STATUS,2019,negative,professional_rating_loss,La Maison des Bois was downgraded from three Michelin stars to two in 2019.,https://www.euronews.com/2019/09/24/french-celebrity-chef-marc-veyrat-says-he-s-suing-michelin-for-loss-of-third-star,Marc Veyrat sues Michelin for loss of third star,Euronews/Reuters,,medium,Direct loss in formal professional ranking.,False,,medium
40,1,21,V5CONFIRM_079,Daniel Hechter,STATUS,1974,positive,club_presidency_gain,Became president of Paris Saint-Germain after Henri Patrelle's departure in June 1974.,https://www.psgweb.fr/reperes-historiques/,Repères historiques du PSG,PSGweb,,medium,Direct formal organizational authority gain.,False,,medium
41,1,21,V5CONFIRM_079,Daniel Hechter,STATUS,1978,negative,forced_role_loss,"Was permanently suspended from holding functions in professional football amid the PSG ticketing scandal, ending his presidency.",https://www.lemonde.fr/archives/article/1978/01/09/m-daniel-hechter-est-exclu-definitivement-du-football-professionnel_2991023_1819218.html,M. Daniel Hechter est exclu définitivement du football professionnel,Le Monde,,medium,Direct forced authority loss.,False,,medium
1,2,1,V5CONFIRM_025,Katharine McPhee,PROJECT,2007,positive,album_chart_success,Her self-titled debut album entered the Billboard albums chart at No. 2.,https://www.sonymusic.co.jp/artist/katharinemcphee/profile/,Katharine McPhee profile,Sony Music,,high,Major named project commercial success.,False,,high
2,2,2,V5CONFIRM_036,Jim Morrison,PROJECT,1968,positive,album_number_one,The Doors' Waiting for the Sun became the band's first and only U.S. No. 1 album.,https://www.rhino.com/article/the-doors,The Doors,Rhino,,high,Major named project commercial success.,False,,high
3,2,2,V5CONFIRM_036,Jim Morrison,PROJECT,1969,negative,album_critical_failure,The Soft Parade was later characterized as a spectacular failure in a major retrospective review.,https://pitchfork.com/reviews/albums/9691-perception/,The Doors: Perception,Pitchfork,,medium,Explicit major-project critical failure.,False,,medium
4,2,4,V5CONFIRM_049,Marina Berlusconi,STATUS,1996,positive,corporate_board_leadership_gain,Became Deputy Chair of Fininvest in July 1996.,https://fininvest.it/en/corporate-governance/board-of-directors/,Board of Directors,Fininvest,,high,Direct formal corporate authority gain.,False,,high
5,2,4,V5CONFIRM_049,Marina Berlusconi,STATUS,2003,positive,corporate_chair_appointment,Became Chair of Mondadori in February 2003.,https://fininvest.it/en/corporate-governance/board-of-directors/,Board of Directors,Fininvest,,high,Direct formal corporate authority gain.,False,,high
6,2,4,V5CONFIRM_049,Marina Berlusconi,STATUS,2005,positive,corporate_chair_appointment,Became Chair of Fininvest in October 2005.,https://fininvest.it/en/corporate-governance/board-of-directors/,Board of Directors,Fininvest,,high,Direct formal corporate authority gain.,False,,high
7,2,5,V5CONFIRM_005,Fabrice Tiozzo,COMPETITIVE,1995,positive,world_title_win,Won the WBC light-heavyweight world title in 1995.,https://boxrec.com/wiki/index.php/Fabrice_Tiozzo,Fabrice Tiozzo,BoxRec,,medium,Direct world-title win.,False,,medium
8,2,5,V5CONFIRM_005,Fabrice Tiozzo,COMPETITIVE,1997,positive,world_title_win,Defeated Nate Miller to win the WBA cruiserweight world title in 1997.,https://boxrec.com/wiki/index.php/WBA_Cruiserweight_Title_Fights,WBA Cruiserweight Title Fights,BoxRec,,medium,Direct world-title win.,False,,medium
9,2,5,V5CONFIRM_005,Fabrice Tiozzo,COMPETITIVE,2000,negative,world_title_loss,Lost the WBA cruiserweight title to Virgil Hill in 2000.,https://boxrec.com/wiki/index.php/WBA_Cruiserweight_Title_Fights,WBA Cruiserweight Title Fights,BoxRec,,medium,Direct world-title defeat/loss.,False,,medium
10,2,5,V5CONFIRM_005,Fabrice Tiozzo,COMPETITIVE,2004,positive,world_title_win,Won the WBA light-heavyweight world title in 2004.,https://boxrec.com/wiki/index.php/Fabrice_Tiozzo,Fabrice Tiozzo,BoxRec,,medium,Direct world-title win.,False,,medium
11,2,6,V5CONFIRM_010,Rubin Carter,COMPETITIVE,1963,positive,elite_bout_win,Stopped reigning welterweight champion Emile Griffith in a non-title bout in 1963.,https://boxrec.com/wiki/index.php/Emile_Griffith_vs._Rubin_Carter,Emile Griffith vs. Rubin Carter,BoxRec,,medium,Direct elite-level competitive win.,False,,medium
12,2,6,V5CONFIRM_010,Rubin Carter,COMPETITIVE,1964,negative,world_title_fight_loss,Lost a world middleweight title fight to Joey Giardello by decision in 1964.,https://boxrec.com/wiki/index.php/Joey_Giardello_vs._Rubin_Carter,Joey Giardello vs. Rubin Carter,BoxRec,,medium,Direct world-title bout loss.,False,,medium
13,2,7,V5CONFIRM_066,Fritz Fischer,STATUS,1948,positive,professorship_appointment,Appointed full professor at the University of Hamburg in 1948.,https://www.historians.org/perspectives-article/fritz-fischer-1908-99-march-2000/,"Fritz Fischer, 1908-99",American Historical Association,,high,Formal senior institutional position gain.,False,,high
14,2,8,V5CONFIRM_045,Robert Bresson,PROJECT,1957,positive,festival_directing_award,Won Best Director at Cannes for A Man Escaped in 1957.,https://www.festival-cannes.com/en/p/robert-bresson/,Robert Bresson,Festival de Cannes,,high,Major project-specific award.,False,,high
15,2,8,V5CONFIRM_045,Robert Bresson,PROJECT,1962,positive,festival_jury_award,The Trial of Joan of Arc received a Cannes Special Jury Prize in 1962.,https://www.festival-cannes.com/en/p/robert-bresson/,Robert Bresson,Festival de Cannes,,high,Major project-specific festival award.,False,,high
16,2,8,V5CONFIRM_045,Robert Bresson,PROJECT,1974,positive,festival_critics_award,Lancelot du Lac received the FIPRESCI Prize at Cannes in 1974.,https://www.festival-cannes.com/en/p/robert-bresson/,Robert Bresson,Festival de Cannes,,high,Major project-specific festival award.,False,,high
17,2,8,V5CONFIRM_045,Robert Bresson,PROJECT,1983,positive,festival_grand_prix,L'Argent received the Cannes Grand Prix du cinéma de création in 1983.,https://www.festival-cannes.com/en/p/robert-bresson/,Robert Bresson,Festival de Cannes,,high,Major project-specific festival award.,False,,high
18,2,9,V5CONFIRM_075,Gerd Bucerius,STATUS,1949,positive,parliament_election_win,Elected to the German Bundestag in 1949.,https://www.hamburg.de/politik-und-verwaltung/senat/hamburger-ehrenbuerger/ehrenbuerger-1813-bis-heute/gerd-bucerius-238118,Gerd Bucerius,Freie und Hansestadt Hamburg,,high,Direct elected-office gain.,False,,high
19,2,9,V5CONFIRM_075,Gerd Bucerius,STATUS,1962,negative,voluntary_parliament_resignation,Resigned his Bundestag mandate and left the CDU in 1962 amid political conflict.,https://www.hamburg.de/politik-und-verwaltung/senat/hamburger-ehrenbuerger/ehrenbuerger-1813-bis-heute/gerd-bucerius-238118,Gerd Bucerius,Freie und Hansestadt Hamburg,,high,"Logged for audit; resignation was voluntary/political exit, not direct defeat.",True,voluntary_role_exit_not_negative_status,high
20,2,10,V5CONFIRM_029,Matt Dillon,PROJECT,2006,positive,academy_award_nomination,Received an Academy Award nomination for Supporting Actor for Crash at the 2006 Oscars.,https://www.oscars.org/oscars/ceremonies/2006/A--E,The 78th Academy Awards | 2006,Academy of Motion Picture Arts and Sciences,,high,Major project-specific recognition.,False,,high
21,2,11,V5CONFIRM_020,Maurizio Stecca,COMPETITIVE,1991,positive,world_title_win,Won the WBO featherweight world title in 1991.,https://openboxing.org/featherweight/wbo/,WBO Featherweight title lineage,Open Boxing,,medium,Direct world-title win.,False,,medium
22,2,11,V5CONFIRM_020,Maurizio Stecca,COMPETITIVE,1992,negative,world_title_loss,Lost the WBO featherweight title to Colin McMillan in 1992.,https://openboxing.org/featherweight/wbo/,WBO Featherweight title lineage,Open Boxing,,medium,Direct world-title defeat.,False,,medium
23,2,13,V5CONFIRM_057,Daniel Wildenstein,STATUS,1963,positive,family_business_control_gain,Assumed control of the family's international art-dealing operations after his father's death.,https://www.wildenstein.com/history/,History,Wildenstein & Co.,,high,Direct formal control/authority gain in the family enterprise.,False,,high
24,2,14,V5CONFIRM_078,Frank Lorenzo,STATUS,1990,negative,court_ordered_management_removal,A bankruptcy judge removed Lorenzo from management control of Eastern Air Lines in 1990.,https://www.latimes.com/archives/la-xpm-1990-04-19-mn-1984-story.html,Judge Ousts Lorenzo From Eastern Management,Los Angeles Times,,medium,Direct forced loss of corporate authority.,False,,medium
25,2,15,V5CONFIRM_021,Mattiwilda Dobbs,PROJECT,1956,positive,major_opera_debut,Made her Metropolitan Opera debut as Gilda in Rigoletto in November 1956.,https://archives.metopera.org/MetOperaSearch/record.jsp?dockey=0370868,Metropolitan Opera performance record,Metropolitan Opera Archives,,high,Major named performance/project milestone.,False,,high
26,2,16,V5CONFIRM_008,Zora Folley,COMPETITIVE,1960,negative,elite_bout_loss,Was knocked out by Sonny Liston in July 1960.,https://boxrec.com/wiki/index.php/Sonny_Liston_vs._Zora_Folley,Sonny Liston vs. Zora Folley,BoxRec,,medium,Direct elite-level competitive loss.,False,,medium
27,2,16,V5CONFIRM_008,Zora Folley,COMPETITIVE,1960,positive,elite_bout_win,Defeated Eddie Machen in a major heavyweight bout in January 1960.,https://boxerlist.com/en/boxer/zora-folley/7945,Zora Folley record,BoxerList,,medium,Direct elite-level competitive win.,False,,medium
28,2,17,V5CONFIRM_016,Boomer Esiason,COMPETITIVE,1988,positive,league_mvp,Won the NFL Most Valuable Player award for the 1988 season.,https://www.bengals.com/news/1988,1988 Cincinnati Bengals,Cincinnati Bengals,,high,Major elite league competitive award.,False,,high
29,2,17,V5CONFIRM_016,Boomer Esiason,COMPETITIVE,1989,negative,championship_final_loss,Lost Super Bowl XXIII with Cincinnati to San Francisco in January 1989.,https://www.bengals.com/news/1988,1988 Cincinnati Bengals,Cincinnati Bengals,,high,Direct championship-final defeat.,False,,high
30,2,18,V5CONFIRM_056,Hans Fritzsche,STATUS,1942,positive,government_media_leadership_appointment,Rose to ministerial-director/radio leadership responsibility in the Propaganda Ministry in 1942.,https://nuremberg.law.harvard.edu/documents/1369-affidavit-listing-fritzsches-membership?mode=text,Affidavit listing Fritzsche's positions,Harvard Nuremberg Trials Project,,high,Direct formal governmental authority gain.,False,,high
31,2,19,V5CONFIRM_067,Seymour Cray,STATUS,1957,positive,corporate_cofounder_director,Co-founded Control Data Corporation and served as a director beginning in 1957.,https://americanhistory.si.edu/comphist/montic/cray.htm,Seymour Cray,Smithsonian Institution,,high,Direct organizational authority gain.,False,,high
32,2,19,V5CONFIRM_067,Seymour Cray,STATUS,1972,positive,company_founder_control_gain,Founded Cray Research in 1972.,https://www.computer.org/volunteering/awards/cray/about-cray,About Seymour Cray,IEEE Computer Society,,high,Direct founder/control authority gain.,False,,high
33,2,19,V5CONFIRM_067,Seymour Cray,STATUS,1989,positive,company_founder_control_gain,Started Cray Computer Corporation in 1989.,https://americanhistory.si.edu/comphist/montic/cray.htm,Seymour Cray,Smithsonian Institution,,high,Direct founder/control authority gain.,False,,high
34,2,20,V5CONFIRM_031,Gregory Peck,PROJECT,1963,positive,academy_award_win,Won the Academy Award for Best Actor for To Kill a Mockingbird in 1963.,https://www.oscars.org/oscars/ceremonies/1963,The 35th Academy Awards | 1963,Academy of Motion Picture Arts and Sciences,,high,Major project-specific award win.,False,,high
1,3,2,V5CONFIRM_026,Marilyn Manson,PROJECT,1998,positive,album_chart_success,"Mechanical Animals reached the UK Top 10, peaking at No. 8.",https://www.officialcharts.com/artist/18995/marilyn-manson/,Marilyn Manson full Official Chart history,Official Charts Company,,high,Major named album chart success.,False,,high
2,3,2,V5CONFIRM_026,Marilyn Manson,PROJECT,2000,positive,album_chart_success,Holy Wood reached the UK Top 40 and charted for multiple weeks.,https://www.officialcharts.com/artist/18995/marilyn-manson/,Marilyn Manson full Official Chart history,Official Charts Company,,high,Named album commercial chart success.,False,,high
3,3,3,V5CONFIRM_012,Denny Moyer,COMPETITIVE,1962,positive,world_title_win,Won the inaugural WBA light-middleweight world title in October 1962.,https://boxrec.com/wiki/index.php/WBA_Light_Middleweight_Title_Fights,WBA Light Middleweight Title Fights,BoxRec,,medium,Direct world-title win.,False,,medium
4,3,3,V5CONFIRM_012,Denny Moyer,COMPETITIVE,1963,negative,world_title_loss,Lost the WBA light-middleweight title to Ralph Dupas in April 1963.,https://boxrec.com/wiki/index.php/WBA_Light_Middleweight_Title_Fights,WBA Light Middleweight Title Fights,BoxRec,,medium,Direct world-title defeat.,False,,medium
5,3,4,V5CONFIRM_022,Arielle Dombasle,PROJECT,1999,positive,cesar_nomination,Nominated for the César for Best Supporting Actress for L'Ennui in 1999.,https://www.academie-cinema.org/personnes/174416/,Arielle Dombasle,Académie des César,,high,Major project-specific award recognition.,False,,high
6,3,4,V5CONFIRM_022,Arielle Dombasle,PROJECT,2013,positive,festival_selection_director,Her directed feature Opium was selected for Cannes Classics in 2013.,https://www.festival-cannes.com/en/p/arielle-dombasle/,Arielle Dombasle,Festival de Cannes,,high,Major festival selection for a directed project.,False,,high
7,3,5,V5CONFIRM_063,Jack Welch,STATUS,1981,positive,ceo_appointment,Became chairman and CEO of General Electric in 1981.,https://apnews.com/article/e8082c6bfc29441210b358852b049620,"Jack Welch, former GE chief executive, dies",Associated Press,,medium,Direct top corporate authority gain.,False,,medium
8,3,6,V5CONFIRM_014,Henry Cooper,COMPETITIVE,1964,positive,european_title_win,Won the European heavyweight championship in 1964.,https://titlehistories.com/boxing/eu/ebu/ebu-h.html,European heavyweight title history,TitleHistories,,medium,Direct elite title win.,False,,medium
9,3,6,V5CONFIRM_014,Henry Cooper,COMPETITIVE,1971,negative,title_fight_loss,"Lost the European, British and Commonwealth heavyweight titles to Joe Bugner in 1971.",https://www.reuters.com/sports/former-heavyweight-bugner-who-fought-ali-twice-dies-75-2025-09-01/,Former heavyweight Bugner dies at 75,Reuters,,medium,Direct elite title loss.,False,,medium
10,3,7,V5CONFIRM_001,Tracy Austin,COMPETITIVE,1979,positive,grand_slam_title_win,Won the U.S. Open women's singles title in 1979.,https://www.tennisfame.com/hall-of-famers/inductees/tracy-austin,Tracy Austin,International Tennis Hall of Fame,,high,Direct Grand Slam title.,False,,high
11,3,7,V5CONFIRM_001,Tracy Austin,COMPETITIVE,1980,negative,grand_slam_semifinal_loss,Was eliminated in the Wimbledon singles semifinal in 1980.,https://www.tennisfame.com/hall-of-famers/inductees/tracy-austin,Tracy Austin,International Tennis Hall of Fame,,high,Direct Grand Slam elimination.,False,,high
12,3,7,V5CONFIRM_001,Tracy Austin,COMPETITIVE,1981,positive,grand_slam_title_win,Won the U.S. Open women's singles title again in 1981.,https://www.tennisfame.com/hall-of-famers/inductees/tracy-austin,Tracy Austin,International Tennis Hall of Fame,,high,Direct Grand Slam title.,False,,high
13,3,8,V5CONFIRM_048,Christie Hefner,STATUS,1982,positive,corporate_president_appointment,Became president of Playboy Enterprises in 1982.,https://www.upi.com/Archives/1988/11/11/Hefners-daughter-becomes-Playboy-chairman-and-CEO/2690595227600/,Hefner's daughter becomes Playboy chairman and CEO,UPI,,medium,Direct formal corporate authority gain.,False,,medium
14,3,8,V5CONFIRM_048,Christie Hefner,STATUS,1988,positive,ceo_chair_appointment,Elected chairman and CEO of Playboy Enterprises in 1988.,https://www.upi.com/Archives/1988/11/11/Hefners-daughter-becomes-Playboy-chairman-and-CEO/2690595227600/,Hefner's daughter becomes Playboy chairman and CEO,UPI,,medium,Direct top corporate authority gain.,False,,medium
15,3,10,V5CONFIRM_006,Marcel Cerdan,COMPETITIVE,1947,positive,european_title_win,Won the European middleweight title in 1947.,https://boxrec.com/wiki/index.php/Marcel_Cerdan,Marcel Cerdan,BoxRec,,medium,Direct elite title win.,False,,medium
16,3,10,V5CONFIRM_006,Marcel Cerdan,COMPETITIVE,1948,negative,european_title_loss,Lost the European middleweight title in May 1948.,https://boxrec.com/wiki/index.php/Marcel_Cerdan,Marcel Cerdan,BoxRec,,medium,Direct elite title loss.,False,,medium
